employee_scd_id,employee_id,year,status,country,department,last_promotion_date,last_training_date,absenteeism_days,annual_salary,remote_days,last_promotion_range,age_group
202400982,982,2024,Manager,Denmark,Digital Strategy Consulting,2019-02-16,,8,110000,120,3–5 years,40–49
202400983,983,2024,Manager,Denmark,Transformation & Change Management,2024-10-10,,4,140800,92,Less than 1 year,30–39
202400984,984,2024,Manager,Sweden,Technology & IT Strategy,,,9,135600,92,Not available,40–49
202400985,985,2024,Manager,Denmark,Data & Analytics Consulting,2023-05-16,2024-05-10,6,97600,107,1–2 years,30–39
202400986,986,2024,Non-manager,Sweden,Technology & IT Strategy,2020-12-06,,2,59600,113,3–5 years,40–49
202400987,987,2024,Manager,Germany,Digital Strategy Consulting,,2023-06-29,7,95200,93,Not available,30–39
202400988,988,2024,Non-manager,Spain,Digital Marketing & Growth,,2023-12-05,5,46000,126,Not available,30–39
202400990,990,2024,Non-manager,Denmark,Cybersecurity & Digital Risk,,2024-10-19,4,74000,106,Not available,30–39
202400991,991,2024,Manager,Sweden,Finance & Operations,,2024-10-11,2,97600,103,Not available,30–39
202400992,992,2024,Non-manager,Spain,Data & Analytics Consulting,2020-08-13,2022-10-15,4,44500,158,3–5 years,40–49
202400993,993,2024,Non-manager,Sweden,Digital Strategy Consulting,2024-04-30,2024-06-25,6,37300,100,Less than 1 year,Under 30
202400994,994,2024,Manager,Spain,Transformation & Change Management,,2023-10-29,2,110300,123,Not available,30–39
202400995,995,2024,Non-manager,Sweden,Transformation & Change Management,,2022-12-04,3,52900,118,Not available,30–39
202400996,996,2024,Non-manager,Sweden,Digital Strategy Consulting,2023-11-01,2024-11-25,7,51700,117,1–2 years,Under 30
202400997,997,2024,Manager,Sweden,Sales & Business Development,2024-06-29,2024-08-22,2,81900,112,Less than 1 year,Under 30
202400998,998,2024,Non-manager,Spain,Sales & Business Development,2022-04-14,,4,45200,122,1–2 years,30–39
202401000,1000,2024,Manager,Sweden,Sales & Business Development,2024-05-29,,4,119100,85,Less than 1 year,40–49
202401001,1001,2024,Manager,Denmark,Sales & Business Development,,,9,113800,95,Not available,30–39
202401002,1002,2024,Non-manager,Denmark,Customer Experience & Design,,2024-06-26,6,56600,138,Not available,30–39
202401003,1003,2024,Non-manager,Germany,Sales & Business Development,,,5,49200,114,Not available,30–39
202401004,1004,2024,Non-manager,Sweden,Technology & IT Strategy,,2023-04-21,4,95400,117,Not available,30–39
202401005,1005,2024,Non-manager,Sweden,Digital Strategy Consulting,,2024-01-05,5,69000,92,Not available,30–39
202401006,1006,2024,Non-manager,Germany,Transformation & Change Management,,,8,60900,125,Not available,40–49
202401008,1008,2024,Non-manager,Denmark,Human Resources,,,7,75100,100,Not available,30–39
202401009,1009,2024,Non-manager,Spain,Digital Marketing & Growth,2023-04-16,2023-08-14,7,43100,131,1–2 years,30–39
202401010,1010,2024,Manager,Spain,Digital Strategy Consulting,,2023-12-26,1,70700,114,Not available,40–49
202401011,1011,2024,Non-manager,Denmark,Cybersecurity & Digital Risk,,,8,78500,104,Not available,30–39
202401012,1012,2024,Manager,Germany,Digital Marketing & Growth,2023-11-22,,1,75400,110,1–2 years,30–39
202401014,1014,2024,Non-manager,Sweden,Digital Strategy Consulting,,2023-06-07,6,60500,132,Not available,Under 30
202401015,1015,2024,Non-manager,Sweden,Customer Experience & Design,2022-08-02,2023-09-07,3,47800,130,1–2 years,30–39
202401016,1016,2024,Non-manager,France,Data & Analytics Consulting,,2024-01-11,3,37300,113,Not available,Under 30
202401017,1017,2024,Non-manager,Sweden,Digital Marketing & Growth,2022-09-19,2024-10-03,8,60500,87,1–2 years,Under 30
202401018,1018,2024,Manager,France,Data & Analytics Consulting,2017-07-19,,3,131100,111,6–10 years,50–59
202401019,1019,2024,Non-manager,Sweden,Digital Strategy Consulting,,2024-01-08,4,40500,96,Not available,Under 30
202401020,1020,2024,Non-manager,Sweden,Technology & IT Strategy,2021-02-21,2022-02-08,6,57700,123,3–5 years,30–39
202401021,1021,2024,Manager,Sweden,Sales & Business Development,2023-09-04,2022-01-14,9,106200,142,1–2 years,30–39
202401022,1022,2024,Non-manager,Sweden,Digital Strategy Consulting,2024-06-12,2024-05-28,9,43500,120,Less than 1 year,Under 30
202401023,1023,2024,Manager,Sweden,Digital Marketing & Growth,2024-02-28,,3,144500,112,Less than 1 year,30–39
202401024,1024,2024,Non-manager,Sweden,Digital Strategy Consulting,2023-04-04,2024-06-13,3,51100,112,1–2 years,40–49
202401025,1025,2024,Manager,Sweden,Finance & Operations,2023-02-26,2024-07-09,9,70100,90,1–2 years,Under 30
202401026,1026,2024,Non-manager,France,Data & Analytics Consulting,2022-02-07,,7,54400,89,1–2 years,30–39
202401027,1027,2024,Manager,Spain,Digital Strategy Consulting,2023-02-06,2024-11-28,8,116000,102,1–2 years,40–49
202401028,1028,2024,Non-manager,Sweden,Digital Strategy Consulting,,2022-03-23,5,58700,121,Not available,30–39
202401029,1029,2024,Non-manager,France,Human Resources,,2024-01-19,0,30000,126,Not available,Under 30
202401030,1030,2024,Manager,Sweden,Cybersecurity & Digital Risk,2024-01-26,,3,116700,122,Less than 1 year,30–39
202401031,1031,2024,Manager,Sweden,Data & Analytics Consulting,2018-11-26,2022-09-13,4,108900,76,6–10 years,30–39
202401032,1032,2024,Non-manager,France,Transformation & Change Management,2024-08-18,2022-08-19,4,68100,122,Less than 1 year,Under 30
202401033,1033,2024,Non-manager,France,Data & Analytics Consulting,2018-10-01,2023-11-27,3,65400,144,6–10 years,40–49
202401034,1034,2024,Non-manager,Germany,Transformation & Change Management,,2023-12-20,4,34600,131,Not available,30–39
202401036,1036,2024,Non-manager,Sweden,Data & Analytics Consulting,,,3,83000,105,Not available,30–39
202401037,1037,2024,Non-manager,Denmark,Cybersecurity & Digital Risk,,2022-10-22,3,84400,107,Not available,40–49
202401038,1038,2024,Non-manager,Sweden,Technology & IT Strategy,2023-09-26,2022-02-16,4,62100,113,1–2 years,30–39
202401039,1039,2024,Manager,Germany,Transformation & Change Management,,,4,151400,137,Not available,40–49
202401040,1040,2024,Manager,Sweden,Finance & Operations,2021-01-01,,7,92600,108,3–5 years,30–39
202401041,1041,2024,Manager,Sweden,Transformation & Change Management,2019-02-19,2024-11-03,4,176700,129,3–5 years,40–49
202401042,1042,2024,Non-manager,Sweden,Digital Strategy Consulting,2023-01-27,2023-07-01,6,54100,78,1–2 years,Under 30
202401043,1043,2024,Non-manager,Denmark,Finance & Operations,2023-05-23,2023-06-21,2,53400,78,1–2 years,30–39
202401044,1044,2024,Non-manager,Spain,Transformation & Change Management,,2023-06-05,8,38900,121,Not available,30–39
202401045,1045,2024,Manager,Sweden,Customer Experience & Design,,2022-11-13,10,101400,95,Not available,40–49
202401046,1046,2024,Manager,Denmark,Transformation & Change Management,2023-07-01,,5,174100,109,1–2 years,50–59
202401047,1047,2024,Non-manager,Sweden,Cybersecurity & Digital Risk,,2023-02-07,3,75000,105,Not available,40–49
202401048,1048,2024,Manager,Sweden,Customer Experience & Design,2024-08-25,2024-07-08,4,73500,114,Less than 1 year,Under 30
202401049,1049,2024,Non-manager,Sweden,Data & Analytics Consulting,2023-03-14,,10,63600,122,1–2 years,30–39
202401050,1050,2024,Manager,France,Human Resources,2023-12-15,2024-06-10,8,55000,122,1–2 years,Under 30
202401051,1051,2024,Manager,Sweden,Sales & Business Development,,2023-04-12,3,113100,144,Not available,30–39
202401052,1052,2024,Manager,Sweden,Finance & Operations,2024-04-29,2024-11-15,4,85300,129,Less than 1 year,30–39
202401053,1053,2024,Manager,Sweden,Technology & IT Strategy,2023-02-15,2024-05-30,2,95500,137,1–2 years,40–49
202401054,1054,2024,Manager,Denmark,Finance & Operations,2022-12-31,2023-02-17,8,111200,114,1–2 years,30–39
202401055,1055,2024,Non-manager,Sweden,Sales & Business Development,2023-09-26,2024-09-09,2,47000,128,1–2 years,Under 30
202401056,1056,2024,Non-manager,Germany,Cybersecurity & Digital Risk,,,3,88400,132,Not available,40–49
202401057,1057,2024,Manager,Spain,Data & Analytics Consulting,,2022-02-03,4,94600,129,Not available,30–39
202401058,1058,2024,Non-manager,Sweden,Transformation & Change Management,2024-11-13,,5,50200,93,Less than 1 year,Under 30
202401059,1059,2024,Manager,Sweden,Finance & Operations,2022-03-10,2022-09-29,2,76300,93,1–2 years,Under 30
202401060,1060,2024,Non-manager,Sweden,Transformation & Change Management,2024-10-18,,4,52600,130,Less than 1 year,30–39
202401061,1061,2024,Manager,Sweden,Data & Analytics Consulting,2020-09-07,,5,102300,112,3–5 years,30–39
202401062,1062,2024,Manager,Germany,Digital Strategy Consulting,2022-03-30,2024-02-25,9,71800,110,1–2 years,40–49
202401063,1063,2024,Non-manager,Sweden,Digital Strategy Consulting,2019-04-13,2022-03-02,6,66100,131,3–5 years,30–39
202401064,1064,2024,Non-manager,Sweden,Technology & IT Strategy,2018-09-26,2022-05-14,6,67200,125,6–10 years,40–49
202401065,1065,2024,Non-manager,Sweden,Technology & IT Strategy,,2022-05-28,5,104000,137,Not available,40–49
202401066,1066,2024,Non-manager,Sweden,Technology & IT Strategy,,2022-11-23,5,60700,109,Not available,Under 30
202401067,1067,2024,Non-manager,Sweden,Transformation & Change Management,2024-01-09,2024-06-07,4,46500,134,Less than 1 year,Under 30
202401068,1068,2024,Non-manager,Sweden,Cybersecurity & Digital Risk,,2024-03-14,7,68300,100,Not available,40–49
202401069,1069,2024,Manager,France,Cybersecurity & Digital Risk,2022-10-23,2022-11-30,6,87700,113,1–2 years,Under 30
202401070,1070,2024,Manager,Sweden,Transformation & Change Management,,2023-01-30,4,106400,108,Not available,30–39
202401073,1073,2024,Manager,Spain,Customer Experience & Design,2023-05-29,2024-06-05,9,71000,128,1–2 years,30–39
202401074,1074,2024,Manager,Germany,Digital Strategy Consulting,2019-04-02,2022-09-01,3,100400,123,3–5 years,40–49
202401075,1075,2024,Manager,Sweden,Data & Analytics Consulting,2023-06-08,2024-11-24,7,100000,113,1–2 years,30–39
202401076,1076,2024,Non-manager,Germany,Data & Analytics Consulting,,2023-08-26,4,64700,86,Not available,30–39
202401077,1077,2024,Manager,Spain,Data & Analytics Consulting,2024-05-06,2023-10-28,2,59000,94,Less than 1 year,30–39
202401078,1078,2024,Manager,Sweden,Transformation & Change Management,,2024-03-04,6,106800,88,Not available,30–39
202401080,1080,2024,Manager,Sweden,Transformation & Change Management,2023-02-09,2023-09-17,5,84300,95,1–2 years,30–39
202401081,1081,2024,Manager,Spain,Technology & IT Strategy,,2023-02-02,3,68500,96,Not available,Under 30
202401082,1082,2024,Non-manager,Sweden,Customer Experience & Design,,,4,46300,120,Not available,Under 30
202401083,1083,2024,Manager,Sweden,Data & Analytics Consulting,2023-03-13,2022-06-04,7,92300,129,1–2 years,30–39
202401084,1084,2024,Manager,Sweden,Digital Marketing & Growth,2024-12-21,2024-12-08,6,67700,128,Less than 1 year,Under 30
202401085,1085,2024,Manager,Sweden,Digital Strategy Consulting,,,4,133400,116,Not available,40–49
202401086,1086,2024,Non-manager,Spain,Customer Experience & Design,,2024-10-19,5,32700,124,Not available,Under 30
202401087,1087,2024,Non-manager,Sweden,Customer Experience & Design,2023-10-17,2023-06-15,3,48000,103,1–2 years,30–39
202401088,1088,2024,Non-manager,Sweden,Human Resources,2024-11-07,2023-08-24,6,41200,107,Less than 1 year,30–39
202401089,1089,2024,Non-manager,Germany,Digital Marketing & Growth,2022-11-24,2023-08-14,3,44300,133,1–2 years,30–39
202401090,1090,2024,Manager,Spain,Technology & IT Strategy,,2022-05-11,3,93800,108,Not available,40–49
202401091,1091,2024,Non-manager,Sweden,Cybersecurity & Digital Risk,2023-10-21,,9,45000,104,1–2 years,30–39
202401092,1092,2024,Manager,Germany,Digital Strategy Consulting,,2022-04-09,7,88900,116,Not available,30–39
202401093,1093,2024,Non-manager,Germany,Transformation & Change Management,2023-06-03,2024-01-24,3,57500,87,1–2 years,30–39
202401094,1094,2024,Non-manager,Sweden,Data & Analytics Consulting,,2023-01-19,8,61000,128,Not available,30–39
202401095,1095,2024,Non-manager,Sweden,Transformation & Change Management,,,5,44200,131,Not available,30–39
202401096,1096,2024,Non-manager,Denmark,Sales & Business Development,2022-12-24,2024-07-07,9,80000,126,1–2 years,30–39
202401097,1097,2024,Manager,Spain,Human Resources,,2024-04-17,2,72500,139,Not available,30–39
202401098,1098,2024,Non-manager,Sweden,Technology & IT Strategy,2024-04-13,,11,38400,117,Less than 1 year,30–39
202401099,1099,2024,Non-manager,Spain,Data & Analytics Consulting,2024-07-28,,5,51200,107,Less than 1 year,30–39
202401100,1100,2024,Non-manager,Sweden,Customer Experience & Design,,,6,56400,125,Not available,40–49
202401101,1101,2024,Manager,Sweden,Digital Marketing & Growth,2020-10-02,2022-07-26,8,89200,101,3–5 years,Under 30
202401102,1102,2024,Non-manager,Germany,Technology & IT Strategy,,2023-03-26,0,84100,117,Not available,30–39
202401103,1103,2024,Non-manager,France,Human Resources,,2024-09-01,6,54000,93,Not available,40–49
202401104,1104,2024,Non-manager,Sweden,Technology & IT Strategy,,2024-02-14,4,56700,142,Not available,Under 30
202401105,1105,2024,Manager,Germany,Finance & Operations,,2023-03-06,4,100500,82,Not available,30–39
202401106,1106,2024,Manager,France,Technology & IT Strategy,2022-12-05,2022-09-25,4,103500,72,1–2 years,30–39
202401107,1107,2024,Non-manager,Denmark,Digital Strategy Consulting,2021-07-15,2023-11-23,6,65100,101,3–5 years,30–39
202401108,1108,2024,Non-manager,Sweden,Technology & IT Strategy,,2022-03-11,3,64600,94,Not available,30–39
202401109,1109,2024,Non-manager,Germany,Digital Marketing & Growth,2023-04-13,,7,47000,87,1–2 years,Under 30
202401110,1110,2024,Manager,Denmark,Digital Strategy Consulting,,2023-01-20,3,153900,83,Not available,40–49
202401111,1111,2024,Manager,Sweden,Data & Analytics Consulting,,2023-07-08,4,135600,85,Not available,30–39
202401112,1112,2024,Non-manager,France,Sales & Business Development,2024-05-10,,3,57400,116,Less than 1 year,Under 30
202401113,1113,2024,Non-manager,Spain,Human Resources,2018-03-29,,6,56900,132,6–10 years,40–49
202401114,1114,2024,Non-manager,Spain,Finance & Operations,2024-01-01,2024-11-13,2,28000,115,Less than 1 year,Under 30
202401115,1115,2024,Non-manager,Germany,Customer Experience & Design,,2023-08-11,7,65900,105,Not available,30–39
202401116,1116,2024,Manager,Denmark,Customer Experience & Design,2017-09-29,2024-12-05,5,127200,107,6–10 years,30–39
202401117,1117,2024,Manager,Sweden,Data & Analytics Consulting,,2022-01-27,4,84000,94,Not available,30–39
202401118,1118,2024,Non-manager,Germany,Digital Strategy Consulting,2021-10-10,2023-05-25,5,56600,103,3–5 years,30–39
202401119,1119,2024,Non-manager,Germany,Human Resources,,2023-06-21,1,61800,81,Not available,30–39
202401120,1120,2024,Non-manager,France,Data & Analytics Consulting,,2022-08-10,3,45200,113,Not available,Under 30
202401121,1121,2024,Non-manager,Sweden,Digital Strategy Consulting,2020-07-23,2022-03-04,7,66700,127,3–5 years,30–39
202401122,1122,2024,Non-manager,Sweden,Sales & Business Development,2020-01-29,2023-09-16,6,64200,113,3–5 years,30–39
202401123,1123,2024,Manager,Sweden,Digital Strategy Consulting,,2024-05-18,5,99300,79,Not available,40–49
202401124,1124,2024,Manager,Sweden,Transformation & Change Management,,2022-01-13,7,101200,98,Not available,40–49
202401125,1125,2024,Manager,Sweden,Data & Analytics Consulting,2023-05-10,2024-01-20,6,75100,130,1–2 years,30–39
202401127,1127,2024,Non-manager,France,Human Resources,2021-04-14,2022-12-24,4,45500,109,3–5 years,Under 30
202401128,1128,2024,Manager,Sweden,Digital Strategy Consulting,2022-10-08,,4,87800,99,1–2 years,Under 30
202401129,1129,2024,Non-manager,Germany,Cybersecurity & Digital Risk,,2022-02-24,14,70300,136,Not available,30–39
202401130,1130,2024,Non-manager,Germany,Data & Analytics Consulting,2021-12-29,2022-06-29,6,48500,117,3–5 years,30–39
202401131,1131,2024,Manager,Germany,Transformation & Change Management,,,2,123200,100,Not available,50–59
202401132,1132,2024,Non-manager,Sweden,Customer Experience & Design,,,4,71200,127,Not available,40–49
202401133,1133,2024,Non-manager,Sweden,Transformation & Change Management,,2023-08-15,4,84900,115,Not available,30–39
202401134,1134,2024,Non-manager,Denmark,Data & Analytics Consulting,,2024-07-28,5,112300,137,Not available,60 and above
202401135,1135,2024,Manager,Sweden,Transformation & Change Management,,,6,144200,133,Not available,40–49
202401136,1136,2024,Non-manager,Germany,Digital Marketing & Growth,2024-06-11,2024-09-02,1,34500,125,Less than 1 year,30–39
202401137,1137,2024,Non-manager,France,Transformation & Change Management,,,1,47200,118,Not available,30–39
202401138,1138,2024,Non-manager,France,Human Resources,,,5,34500,147,Not available,Under 30
202401139,1139,2024,Manager,Denmark,Digital Marketing & Growth,,2023-03-02,5,131900,113,Not available,30–39
202401140,1140,2024,Non-manager,Sweden,Digital Strategy Consulting,,2024-07-13,12,47100,88,Not available,Under 30
202401141,1141,2024,Non-manager,Germany,Sales & Business Development,2021-09-10,2024-01-31,7,43500,105,3–5 years,30–39
202401142,1142,2024,Non-manager,Sweden,Digital Marketing & Growth,,2022-01-08,4,68100,128,Not available,30–39
202401143,1143,2024,Non-manager,Sweden,Digital Strategy Consulting,2021-08-03,2022-10-06,6,55500,149,3–5 years,30–39
202401144,1144,2024,Non-manager,Sweden,Finance & Operations,,2024-08-21,1,68300,109,Not available,30–39
202401145,1145,2024,Non-manager,Sweden,Digital Marketing & Growth,,2023-10-03,4,72200,135,Not available,30–39
202401146,1146,2024,Non-manager,Sweden,Digital Strategy Consulting,2022-06-01,2024-03-10,3,63500,102,1–2 years,30–39
202401147,1147,2024,Manager,Germany,Digital Strategy Consulting,2021-11-06,2022-08-03,1,145000,83,3–5 years,40–49
202401148,1148,2024,Manager,Sweden,Sales & Business Development,2023-06-25,2023-03-31,6,106200,99,1–2 years,40–49
202401149,1149,2024,Manager,Sweden,Transformation & Change Management,,2024-04-16,7,131800,103,Not available,40–49
202401150,1150,2024,Non-manager,Sweden,Sales & Business Development,2023-07-07,2024-04-07,3,49900,118,1–2 years,30–39
202401151,1151,2024,Non-manager,France,Digital Strategy Consulting,2023-10-30,2024-11-14,9,63600,135,1–2 years,30–39
202401152,1152,2024,Manager,Germany,Sales & Business Development,2024-05-09,,3,62600,107,Less than 1 year,Under 30
202401153,1153,2024,Non-manager,Sweden,Human Resources,2023-05-29,2022-05-22,4,41200,105,1–2 years,30–39
202401154,1154,2024,Non-manager,Denmark,Cybersecurity & Digital Risk,,2023-11-29,5,81900,96,Not available,30–39
202401155,1155,2024,Non-manager,Denmark,Sales & Business Development,,2023-09-13,2,104800,119,Not available,40–49
202401156,1156,2024,Non-manager,Sweden,Transformation & Change Management,,,3,65500,132,Not available,40–49
202401157,1157,2024,Non-manager,Germany,Technology & IT Strategy,,2023-08-25,5,50100,100,Not available,Under 30
202401158,1158,2024,Manager,Denmark,Finance & Operations,2023-11-29,2022-03-29,8,93200,127,1–2 years,30–39
202401159,1159,2024,Non-manager,France,Customer Experience & Design,,2023-10-14,6,59300,134,Not available,30–39
202401161,1161,2024,Non-manager,Denmark,Data & Analytics Consulting,2021-06-06,2023-04-20,7,91900,126,3–5 years,30–39
202401162,1162,2024,Manager,Germany,Sales & Business Development,2020-11-13,2022-01-05,4,95000,136,3–5 years,Under 30
202401163,1163,2024,Non-manager,Spain,Finance & Operations,2022-06-24,2024-09-16,7,46500,145,1–2 years,30–39
202401164,1164,2024,Manager,Denmark,Data & Analytics Consulting,2018-12-18,2023-06-11,4,121300,94,6–10 years,30–39
202401165,1165,2024,Non-manager,Sweden,Human Resources,2024-07-10,2024-11-03,6,47100,126,Less than 1 year,Under 30
202401166,1166,2024,Manager,Sweden,Transformation & Change Management,,2022-09-06,2,82100,106,Not available,30–39
202401167,1167,2024,Non-manager,Denmark,Digital Marketing & Growth,2021-10-18,2024-12-18,8,74100,123,3–5 years,30–39
202401168,1168,2024,Manager,Sweden,Transformation & Change Management,2024-03-13,2023-08-12,6,100900,101,Less than 1 year,40–49
202401169,1169,2024,Manager,Denmark,Technology & IT Strategy,2022-07-15,2024-03-18,7,97600,102,1–2 years,30–39
202401170,1170,2024,Manager,Sweden,Digital Strategy Consulting,,,3,104800,114,Not available,30–39
202401171,1171,2024,Non-manager,France,Finance & Operations,2024-08-26,2024-04-09,3,33400,108,Less than 1 year,Under 30
202401172,1172,2024,Non-manager,Sweden,Digital Strategy Consulting,,2024-07-04,3,66300,79,Not available,40–49
202401173,1173,2024,Non-manager,Germany,Customer Experience & Design,2020-09-24,2022-11-10,4,54900,122,3–5 years,30–39
202401174,1174,2024,Non-manager,Germany,Customer Experience & Design,2021-02-15,2023-11-01,2,57900,102,3–5 years,Under 30
202401175,1175,2024,Non-manager,Denmark,Data & Analytics Consulting,2023-03-18,2022-10-29,2,60900,97,1–2 years,30–39
202401176,1176,2024,Manager,Denmark,Digital Strategy Consulting,2024-05-27,2022-09-13,7,143900,100,Less than 1 year,30–39
202401177,1177,2024,Manager,Sweden,Finance & Operations,2022-02-04,2024-05-12,5,98400,104,1–2 years,30–39
202401178,1178,2024,Non-manager,Germany,Cybersecurity & Digital Risk,2020-01-11,2023-05-21,3,63600,135,3–5 years,30–39
202401179,1179,2024,Non-manager,Spain,Technology & IT Strategy,2021-08-31,,3,67300,126,3–5 years,30–39
202401180,1180,2024,Manager,Sweden,Human Resources,,2022-12-18,3,91000,150,Not available,30–39
202401181,1181,2024,Non-manager,Spain,Technology & IT Strategy,,2022-10-05,5,70500,149,Not available,40–49
202401182,1182,2024,Manager,Spain,Data & Analytics Consulting,,2023-05-10,5,86400,136,Not available,30–39
202401183,1183,2024,Non-manager,Denmark,Data & Analytics Consulting,,2024-02-17,5,63200,111,Not available,30–39
202401184,1184,2024,Manager,Sweden,Digital Strategy Consulting,,,6,187000,115,Not available,50–59
202401185,1185,2024,Manager,Spain,Sales & Business Development,,,4,96400,115,Not available,Under 30
202401186,1186,2024,Manager,Denmark,Technology & IT Strategy,,2024-11-10,5,173000,78,Not available,40–49
202401188,1188,2024,Non-manager,Spain,Finance & Operations,2018-01-16,2024-12-16,2,62300,105,6–10 years,50–59
202401189,1189,2024,Manager,Sweden,Technology & IT Strategy,2020-10-24,2023-09-15,8,110400,93,3–5 years,40–49
202401190,1190,2024,Manager,France,Human Resources,,2022-08-07,5,88900,120,Not available,30–39
202401191,1191,2024,Manager,Sweden,Customer Experience & Design,2017-06-16,2022-10-11,9,135900,120,6–10 years,50–59
202401192,1192,2024,Non-manager,Sweden,Digital Marketing & Growth,2021-07-14,2023-12-13,5,54600,100,3–5 years,30–39
202401193,1193,2024,Manager,Sweden,Sales & Business Development,,,4,141400,88,Not available,40–49
202401194,1194,2024,Non-manager,Denmark,Data & Analytics Consulting,,2024-06-03,1,74200,103,Not available,30–39
202401195,1195,2024,Manager,Spain,Human Resources,,2024-11-15,7,82100,139,Not available,30–39
202401196,1196,2024,Non-manager,France,Data & Analytics Consulting,,2024-02-04,5,54200,126,Not available,Under 30
202401197,1197,2024,Non-manager,Germany,Digital Strategy Consulting,2020-09-27,,3,91100,114,3–5 years,40–49
202401198,1198,2024,Manager,Spain,Sales & Business Development,2021-12-19,2022-07-03,1,68300,127,3–5 years,Under 30
202401199,1199,2024,Non-manager,Germany,Data & Analytics Consulting,2023-08-04,2022-10-01,3,51900,134,1–2 years,Under 30
202401200,1200,2024,Manager,France,Customer Experience & Design,,2022-08-30,0,111600,88,Not available,40–49
202401201,1201,2024,Non-manager,Germany,Digital Strategy Consulting,,2023-05-23,11,73800,133,Not available,30–39
202401202,1202,2024,Non-manager,France,Sales & Business Development,2024-09-27,2024-02-01,7,48000,153,Less than 1 year,30–39
202401203,1203,2024,Non-manager,Sweden,Data & Analytics Consulting,,2023-01-31,9,88900,111,Not available,30–39
202401204,1204,2024,Non-manager,Germany,Technology & IT Strategy,,2022-03-17,2,65400,97,Not available,30–39
202401205,1205,2024,Manager,Sweden,Transformation & Change Management,,,3,89200,141,Not available,Under 30
202401206,1206,2024,Manager,France,Digital Strategy Consulting,,2024-05-29,9,75600,132,Not available,30–39
202401207,1207,2024,Non-manager,Sweden,Technology & IT Strategy,2020-07-12,2023-01-03,5,68800,127,3–5 years,Under 30
202401208,1208,2024,Non-manager,Spain,Technology & IT Strategy,,2023-10-30,2,46200,125,Not available,30–39
202401209,1209,2024,Non-manager,Denmark,Customer Experience & Design,2023-07-05,2024-06-13,5,60400,89,1–2 years,Under 30
202401210,1210,2024,Non-manager,Germany,Data & Analytics Consulting,,,2,50600,103,Not available,30–39
202401211,1211,2024,Manager,Spain,Technology & IT Strategy,2022-01-25,,6,80200,107,1–2 years,40–49
202401212,1212,2024,Manager,Sweden,Technology & IT Strategy,2024-10-25,2022-06-12,6,96800,100,Less than 1 year,30–39
202401213,1213,2024,Non-manager,Denmark,Human Resources,,,2,43000,76,Not available,Under 30
202401214,1214,2024,Manager,Germany,Sales & Business Development,2021-04-18,2022-02-09,7,91300,116,3–5 years,Under 30
202401215,1215,2024,Manager,Sweden,Transformation & Change Management,,2022-06-14,3,97400,111,Not available,30–39
202401216,1216,2024,Manager,France,Data & Analytics Consulting,,2023-06-21,0,80600,113,Not available,30–39
202401217,1217,2024,Non-manager,France,Transformation & Change Management,,2022-12-25,7,40200,118,Not available,Under 30
202401218,1218,2024,Manager,Spain,Transformation & Change Management,,2022-04-17,1,66200,107,Not available,Under 30
202401219,1219,2024,Non-manager,Denmark,Finance & Operations,,2024-09-27,3,98800,124,Not available,40–49
202401220,1220,2024,Manager,Spain,Digital Strategy Consulting,2024-12-17,2023-06-24,3,68900,146,Less than 1 year,Under 30
202401223,1223,2024,Non-manager,Spain,Data & Analytics Consulting,,2024-02-28,4,53200,114,Not available,30–39
202401224,1224,2024,Manager,Spain,Data & Analytics Consulting,,2023-06-13,2,64200,122,Not available,30–39
202401225,1225,2024,Non-manager,Denmark,Transformation & Change Management,2023-12-01,2024-01-19,9,48700,107,1–2 years,30–39
202401226,1226,2024,Manager,Germany,Data & Analytics Consulting,2023-02-27,2024-10-23,8,93500,100,1–2 years,30–39
202401227,1227,2024,Manager,Sweden,Digital Strategy Consulting,2023-12-27,,7,72900,91,1–2 years,Under 30
202401228,1228,2024,Non-manager,Spain,Technology & IT Strategy,2023-10-28,2024-06-19,5,35200,121,1–2 years,Under 30
202401229,1229,2024,Manager,Sweden,Data & Analytics Consulting,,2022-01-21,4,102900,99,Not available,30–39
202401230,1230,2024,Non-manager,Sweden,Transformation & Change Management,2021-05-18,2024-10-28,0,55900,121,3–5 years,Under 30
202401231,1231,2024,Manager,Denmark,Technology & IT Strategy,2024-04-26,,6,117900,101,Less than 1 year,30–39
202401232,1232,2024,Manager,Sweden,Customer Experience & Design,2021-04-28,2023-12-01,2,177400,98,3–5 years,50–59
202401233,1233,2024,Non-manager,Spain,Data & Analytics Consulting,,,6,78200,97,Not available,40–49
202401234,1234,2024,Manager,Denmark,Transformation & Change Management,,2024-09-17,6,122400,88,Not available,30–39
202401235,1235,2024,Non-manager,Sweden,Transformation & Change Management,2024-01-12,2024-02-26,3,36700,147,Less than 1 year,Under 30
202401236,1236,2024,Non-manager,Sweden,Technology & IT Strategy,,2022-08-20,8,56400,143,Not available,Under 30
202401237,1237,2024,Non-manager,Germany,Technology & IT Strategy,,2024-06-16,4,43600,129,Not available,30–39
202401238,1238,2024,Non-manager,Sweden,Transformation & Change Management,2021-02-15,2023-02-18,4,52700,116,3–5 years,30–39
202401239,1239,2024,Non-manager,Sweden,Technology & IT Strategy,,2023-11-08,7,66100,142,Not available,40–49
202401240,1240,2024,Manager,Germany,Digital Marketing & Growth,2023-05-11,2022-06-16,5,88200,97,1–2 years,Under 30
