"employee_scd_id";"employee_id";"year";"status";"country";"department";"date_situation";"seniority_group"
202401520;1520;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"10-15 years"
202401521;1521;2024;"Non-manager";"Germany";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401522;1522;2024;"Manager";"Germany";"Customer Experience & Design";"2024-12-15";"1-2 years"
202401523;1523;2024;"Manager";"Sweden";"Customer Experience & Design";"2024-12-15";"10-15 years"
202401524;1524;2024;"Manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"1-2 years"
202401525;1525;2024;"Manager";"Sweden";"Customer Experience & Design";"2024-12-15";"6-9 years"
202401526;1526;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401527;1527;2024;"Manager";"Spain";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401529;1529;2024;"Non-manager";"Sweden";"Sales & Business Development";"2024-12-15";"3-5 years"
202401530;1530;2024;"Non-manager";"Germany";"Customer Experience & Design";"2024-12-15";"1-2 years"
202401531;1531;2024;"Manager";"Germany";"Sales & Business Development";"2024-12-15";"15+ years"
202401532;1532;2024;"Manager";"Spain";"Customer Experience & Design";"2024-12-15";"10-15 years"
202401533;1533;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401534;1534;2024;"Manager";"Germany";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401535;1535;2024;"Non-manager";"Denmark";"Data & Analytics Consulting";"2024-12-15";"6-9 years"
202401536;1536;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401537;1537;2024;"Non-manager";"Denmark";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401538;1538;2024;"Non-manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"15+ years"
202401539;1539;2024;"Non-manager";"Spain";"Sales & Business Development";"2024-12-15";"3-5 years"
202401540;1540;2024;"Manager";"Sweden";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401541;1541;2024;"Non-manager";"France";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401542;1542;2024;"Non-manager";"Denmark";"Sales & Business Development";"2024-12-15";"3-5 years"
202401543;1543;2024;"Non-manager";"Germany";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401544;1544;2024;"Non-manager";"Sweden";"Human Resources";"2024-12-15";"15+ years"
202401545;1545;2024;"Manager";"Germany";"Data & Analytics Consulting";"2024-12-15";"15+ years"
202401546;1546;2024;"Manager";"Germany";"Technology & IT Strategy";"2024-12-15";"6-9 years"
202401547;1547;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"10-15 years"
202401548;1548;2024;"Non-manager";"Germany";"Data & Analytics Consulting";"2024-12-15";"6-9 years"
202401549;1549;2024;"Non-manager";"Spain";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401550;1550;2024;"Non-manager";"France";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401551;1551;2024;"Manager";"Spain";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401552;1552;2024;"Manager";"Denmark";"Sales & Business Development";"2024-12-15";"3-5 years"
202401553;1553;2024;"Manager";"Sweden";"Finance & Operations";"2024-12-15";"10-15 years"
202401554;1554;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401555;1555;2024;"Non-manager";"France";"Technology & IT Strategy";"2024-12-15";"1-2 years"
202401556;1556;2024;"Manager";"Denmark";"Sales & Business Development";"2024-12-15";"10-15 years"
202401557;1557;2024;"Non-manager";"Spain";"Technology & IT Strategy";"2024-12-15";"10-15 years"
202401558;1558;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401559;1559;2024;"Manager";"Germany";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401560;1560;2024;"Non-manager";"Sweden";"Sales & Business Development";"2024-12-15";"1-2 years"
202401561;1561;2024;"Manager";"Spain";"Finance & Operations";"2024-12-15";"10-15 years"
202401562;1562;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401563;1563;2024;"Non-manager";"Sweden";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401564;1564;2024;"Non-manager";"Germany";"Digital Marketing & Growth";"2024-12-15";"6-9 years"
202401565;1565;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401566;1566;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401567;1567;2024;"Manager";"Sweden";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401568;1568;2024;"Manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401569;1569;2024;"Manager";"France";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401570;1570;2024;"Non-manager";"France";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401571;1571;2024;"Non-manager";"Spain";"Technology & IT Strategy";"2024-12-15";"6-9 years"
202401572;1572;2024;"Non-manager";"Germany";"Sales & Business Development";"2024-12-15";"1-2 years"
202401573;1573;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"6-9 years"
202401574;1574;2024;"Manager";"Sweden";"Finance & Operations";"2024-12-15";"3-5 years"
202401575;1575;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401576;1576;2024;"Non-manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401577;1577;2024;"Non-manager";"Sweden";"Finance & Operations";"2024-12-15";"3-5 years"
202401578;1578;2024;"Manager";"Spain";"Sales & Business Development";"2024-12-15";"3-5 years"
202401579;1579;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401580;1580;2024;"Manager";"Germany";"Transformation & Change Management";"2024-12-15";"10-15 years"
202401581;1581;2024;"Manager";"France";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401582;1582;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"1-2 years"
202401583;1583;2024;"Manager";"Sweden";"Sales & Business Development";"2024-12-15";"6-9 years"
202401584;1584;2024;"Non-manager";"Germany";"Technology & IT Strategy";"2024-12-15";"1-2 years"
202401585;1585;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"10-15 years"
202401586;1586;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401587;1587;2024;"Non-manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"1-2 years"
202401588;1588;2024;"Non-manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"3-5 years"
202401589;1589;2024;"Non-manager";"France";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401590;1590;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401591;1591;2024;"Non-manager";"Sweden";"Finance & Operations";"2024-12-15";"6-9 years"
202401592;1592;2024;"Manager";"France";"Technology & IT Strategy";"2024-12-15";"10-15 years"
202401593;1593;2024;"Manager";"France";"Technology & IT Strategy";"2024-12-15";"10-15 years"
202401594;1594;2024;"Non-manager";"France";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401595;1595;2024;"Manager";"Spain";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401596;1596;2024;"Manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401597;1597;2024;"Non-manager";"Germany";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401598;1598;2024;"Manager";"Spain";"Finance & Operations";"2024-12-15";"6-9 years"
202401599;1599;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401600;1600;2024;"Manager";"France";"Transformation & Change Management";"2024-12-15";"10-15 years"
202401601;1601;2024;"Non-manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401602;1602;2024;"Non-manager";"France";"Sales & Business Development";"2024-12-15";"15+ years"
202401603;1603;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401605;1605;2024;"Non-manager";"Sweden";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401606;1606;2024;"Manager";"France";"Customer Experience & Design";"2024-12-15";"1-2 years"
202401607;1607;2024;"Non-manager";"Germany";"Sales & Business Development";"2024-12-15";"10-15 years"
202401608;1608;2024;"Non-manager";"Spain";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401609;1609;2024;"Non-manager";"Sweden";"Human Resources";"2024-12-15";"6-9 years"
202401610;1610;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"15+ years"
202401611;1611;2024;"Non-manager";"Denmark";"Technology & IT Strategy";"2024-12-15";"10-15 years"
202401612;1612;2024;"Non-manager";"Sweden";"Cybersecurity & Digital Risk";"2024-12-15";"1-2 years"
202401613;1613;2024;"Non-manager";"Germany";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401615;1615;2024;"Non-manager";"Sweden";"Customer Experience & Design";"2024-12-15";"10-15 years"
202401616;1616;2024;"Non-manager";"Spain";"Sales & Business Development";"2024-12-15";"1-2 years"
202401617;1617;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401618;1618;2024;"Non-manager";"Denmark";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401619;1619;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401620;1620;2024;"Manager";"France";"Transformation & Change Management";"2024-12-15";"10-15 years"
202401621;1621;2024;"Non-manager";"Spain";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401622;1622;2024;"Manager";"Denmark";"Digital Marketing & Growth";"2024-12-15";"15+ years"
202401623;1623;2024;"Manager";"Denmark";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401624;1624;2024;"Non-manager";"France";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401625;1625;2024;"Manager";"Denmark";"Digital Strategy Consulting";"2024-12-15";"15+ years"
202401626;1626;2024;"Non-manager";"Denmark";"Finance & Operations";"2024-12-15";"3-5 years"
202401627;1627;2024;"Non-manager";"Denmark";"Digital Marketing & Growth";"2024-12-15";"3-5 years"
202401628;1628;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401630;1630;2024;"Non-manager";"Spain";"Digital Marketing & Growth";"2024-12-15";"10-15 years"
202401631;1631;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"10-15 years"
202401632;1632;2024;"Manager";"France";"Data & Analytics Consulting";"2024-12-15";"10-15 years"
202401633;1633;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401634;1634;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"10-15 years"
202401635;1635;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401636;1636;2024;"Manager";"France";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401637;1637;2024;"Non-manager";"France";"Technology & IT Strategy";"2024-12-15";"10-15 years"
202401638;1638;2024;"Non-manager";"Spain";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401639;1639;2024;"Manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401640;1640;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401641;1641;2024;"Non-manager";"Sweden";"Finance & Operations";"2024-12-15";"1-2 years"
202401642;1642;2024;"Manager";"Spain";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401643;1643;2024;"Manager";"Sweden";"Finance & Operations";"2024-12-15";"15+ years"
202401644;1644;2024;"Manager";"Germany";"Data & Analytics Consulting";"2024-12-15";"6-9 years"
202401645;1645;2024;"Non-manager";"Sweden";"Cybersecurity & Digital Risk";"2024-12-15";"6-9 years"
202401646;1646;2024;"Manager";"Spain";"Transformation & Change Management";"2024-12-15";"6-9 years"
202401647;1647;2024;"Non-manager";"Sweden";"Cybersecurity & Digital Risk";"2024-12-15";"6-9 years"
202401648;1648;2024;"Non-manager";"Spain";"Finance & Operations";"2024-12-15";"3-5 years"
202401649;1649;2024;"Manager";"Germany";"Sales & Business Development";"2024-12-15";"15+ years"
202401650;1650;2024;"Non-manager";"Sweden";"Human Resources";"2024-12-15";"1-2 years"
202401651;1651;2024;"Non-manager";"Germany";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401652;1652;2024;"Non-manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"1-2 years"
202401654;1654;2024;"Non-manager";"France";"Customer Experience & Design";"2024-12-15";"6-9 years"
202401655;1655;2024;"Manager";"France";"Finance & Operations";"2024-12-15";"1-2 years"
202401656;1656;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401657;1657;2024;"Manager";"France";"Customer Experience & Design";"2024-12-15";"6-9 years"
202401658;1658;2024;"Non-manager";"Spain";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401659;1659;2024;"Non-manager";"Sweden";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401660;1660;2024;"Non-manager";"France";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401661;1661;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401662;1662;2024;"Manager";"Spain";"Sales & Business Development";"2024-12-15";"10-15 years"
202401663;1663;2024;"Manager";"Sweden";"Customer Experience & Design";"2024-12-15";"1-2 years"
202401664;1664;2024;"Non-manager";"Denmark";"Sales & Business Development";"2024-12-15";"3-5 years"
202401665;1665;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"10-15 years"
202401666;1666;2024;"Manager";"Spain";"Technology & IT Strategy";"2024-12-15";"6-9 years"
202401667;1667;2024;"Manager";"Sweden";"Sales & Business Development";"2024-12-15";"1-2 years"
202401668;1668;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"15+ years"
202401669;1669;2024;"Manager";"Sweden";"Finance & Operations";"2024-12-15";"10-15 years"
202401670;1670;2024;"Non-manager";"Sweden";"Finance & Operations";"2024-12-15";"6-9 years"
202401672;1672;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401673;1673;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401674;1674;2024;"Manager";"Spain";"Data & Analytics Consulting";"2024-12-15";"1-2 years"
202401675;1675;2024;"Manager";"Spain";"Finance & Operations";"2024-12-15";"6-9 years"
202401676;1676;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401677;1677;2024;"Manager";"Denmark";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401678;1678;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401679;1679;2024;"Manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"6-9 years"
202401680;1680;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"15+ years"
202401681;1681;2024;"Manager";"France";"Digital Marketing & Growth";"2024-12-15";"6-9 years"
202401682;1682;2024;"Non-manager";"Germany";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401683;1683;2024;"Non-manager";"Denmark";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401684;1684;2024;"Non-manager";"Spain";"Sales & Business Development";"2024-12-15";"1-2 years"
202401685;1685;2024;"Non-manager";"Sweden";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401686;1686;2024;"Non-manager";"Germany";"Transformation & Change Management";"2024-12-15";"6-9 years"
202401687;1687;2024;"Manager";"Sweden";"Sales & Business Development";"2024-12-15";"1-2 years"
202401688;1688;2024;"Manager";"France";"Data & Analytics Consulting";"2024-12-15";"6-9 years"
202401689;1689;2024;"Manager";"Sweden";"Finance & Operations";"2024-12-15";"3-5 years"
202401690;1690;2024;"Non-manager";"Denmark";"Finance & Operations";"2024-12-15";"3-5 years"
202401691;1691;2024;"Non-manager";"Spain";"Finance & Operations";"2024-12-15";"3-5 years"
202401692;1692;2024;"Non-manager";"Spain";"Human Resources";"2024-12-15";"3-5 years"
202401693;1693;2024;"Non-manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"6-9 years"
202401694;1694;2024;"Manager";"France";"Data & Analytics Consulting";"2024-12-15";"1-2 years"
202401695;1695;2024;"Manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"10-15 years"
202401696;1696;2024;"Manager";"Germany";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401697;1697;2024;"Manager";"Sweden";"Customer Experience & Design";"2024-12-15";"1-2 years"
202401698;1698;2024;"Manager";"France";"Transformation & Change Management";"2024-12-15";"10-15 years"
202401699;1699;2024;"Manager";"Sweden";"Sales & Business Development";"2024-12-15";"1-2 years"
202401700;1700;2024;"Manager";"Spain";"Technology & IT Strategy";"2024-12-15";"6-9 years"
202401701;1701;2024;"Manager";"France";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401702;1702;2024;"Manager";"Spain";"Sales & Business Development";"2024-12-15";"1-2 years"
202401703;1703;2024;"Manager";"France";"Sales & Business Development";"2024-12-15";"1-2 years"
202401704;1704;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"10-15 years"
202401705;1705;2024;"Non-manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"1-2 years"
202401706;1706;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401707;1707;2024;"Non-manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401708;1708;2024;"Manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"6-9 years"
202401709;1709;2024;"Manager";"Sweden";"Finance & Operations";"2024-12-15";"6-9 years"
202401710;1710;2024;"Manager";"Sweden";"Finance & Operations";"2024-12-15";"3-5 years"
202401711;1711;2024;"Non-manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"10-15 years"
202401712;1712;2024;"Manager";"Germany";"Sales & Business Development";"2024-12-15";"3-5 years"
202401713;1713;2024;"Non-manager";"Sweden";"Finance & Operations";"2024-12-15";"15+ years"
202401714;1714;2024;"Non-manager";"France";"Sales & Business Development";"2024-12-15";"3-5 years"
202401716;1716;2024;"Manager";"Sweden";"Cybersecurity & Digital Risk";"2024-12-15";"1-2 years"
202401717;1717;2024;"Manager";"Germany";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401718;1718;2024;"Manager";"Sweden";"Sales & Business Development";"2024-12-15";"10-15 years"
202401719;1719;2024;"Non-manager";"Germany";"Finance & Operations";"2024-12-15";"6-9 years"
202401720;1720;2024;"Manager";"Germany";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401721;1721;2024;"Non-manager";"Sweden";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401722;1722;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"15+ years"
202401723;1723;2024;"Manager";"Denmark";"Customer Experience & Design";"2024-12-15";"1-2 years"
202401724;1724;2024;"Manager";"Spain";"Technology & IT Strategy";"2024-12-15";"6-9 years"
202401725;1725;2024;"Manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"3-5 years"
202401726;1726;2024;"Manager";"Denmark";"Data & Analytics Consulting";"2024-12-15";"15+ years"
202401727;1727;2024;"Manager";"Spain";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401728;1728;2024;"Manager";"Denmark";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401729;1729;2024;"Manager";"France";"Digital Marketing & Growth";"2024-12-15";"3-5 years"
202401730;1730;2024;"Manager";"Sweden";"Finance & Operations";"2024-12-15";"3-5 years"
202401731;1731;2024;"Non-manager";"France";"Cybersecurity & Digital Risk";"2024-12-15";"6-9 years"
202401732;1732;2024;"Non-manager";"Germany";"Sales & Business Development";"2024-12-15";"6-9 years"
202401733;1733;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"6-9 years"
202401734;1734;2024;"Manager";"France";"Digital Marketing & Growth";"2024-12-15";"15+ years"
202401735;1735;2024;"Manager";"Denmark";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401736;1736;2024;"Manager";"Germany";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401738;1738;2024;"Manager";"Sweden";"Sales & Business Development";"2024-12-15";"1-2 years"
202401739;1739;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401740;1740;2024;"Manager";"France";"Technology & IT Strategy";"2024-12-15";"6-9 years"
202401741;1741;2024;"Non-manager";"Germany";"Customer Experience & Design";"2024-12-15";"1-2 years"
202401742;1742;2024;"Non-manager";"Spain";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401743;1743;2024;"Manager";"Germany";"Finance & Operations";"2024-12-15";"6-9 years"
202401744;1744;2024;"Manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"10-15 years"
202401745;1745;2024;"Manager";"Germany";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401746;1746;2024;"Non-manager";"Germany";"Customer Experience & Design";"2024-12-15";"1-2 years"
202401747;1747;2024;"Non-manager";"Denmark";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401748;1748;2024;"Non-manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"6-9 years"
202401749;1749;2024;"Non-manager";"Sweden";"Sales & Business Development";"2024-12-15";"3-5 years"
202401750;1750;2024;"Non-manager";"Denmark";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401751;1751;2024;"Non-manager";"Sweden";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401752;1752;2024;"Manager";"Denmark";"Finance & Operations";"2024-12-15";"10-15 years"
202401753;1753;2024;"Manager";"Denmark";"Sales & Business Development";"2024-12-15";"3-5 years"
202401754;1754;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401755;1755;2024;"Non-manager";"Germany";"Finance & Operations";"2024-12-15";"3-5 years"
202401756;1756;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"10-15 years"
202401757;1757;2024;"Non-manager";"Germany";"Digital Strategy Consulting";"2024-12-15";"3-5 years"
202401758;1758;2024;"Non-manager";"France";"Technology & IT Strategy";"2024-12-15";"6-9 years"
202401759;1759;2024;"Manager";"Spain";"Digital Marketing & Growth";"2024-12-15";"10-15 years"
202401760;1760;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401761;1761;2024;"Non-manager";"Germany";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401762;1762;2024;"Manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"10-15 years"
202401763;1763;2024;"Non-manager";"Denmark";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401765;1765;2024;"Manager";"Germany";"Sales & Business Development";"2024-12-15";"6-9 years"
202401766;1766;2024;"Non-manager";"Sweden";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401767;1767;2024;"Non-manager";"Sweden";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401768;1768;2024;"Non-manager";"Spain";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
202401769;1769;2024;"Non-manager";"France";"Transformation & Change Management";"2024-12-15";"1-2 years"
202401770;1770;2024;"Manager";"Sweden";"Technology & IT Strategy";"2024-12-15";"10-15 years"
202401771;1771;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"1-2 years"
202401772;1772;2024;"Manager";"Germany";"Human Resources";"2024-12-15";"3-5 years"
202401773;1773;2024;"Non-manager";"Germany";"Finance & Operations";"2024-12-15";"10-15 years"
202401774;1774;2024;"Manager";"Sweden";"Human Resources";"2024-12-15";"1-2 years"
202401775;1775;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401776;1776;2024;"Non-manager";"Denmark";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401777;1777;2024;"Non-manager";"Denmark";"Sales & Business Development";"2024-12-15";"3-5 years"
202401778;1778;2024;"Manager";"Sweden";"Sales & Business Development";"2024-12-15";"10-15 years"
202401780;1780;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"1-2 years"
202401781;1781;2024;"Manager";"France";"Cybersecurity & Digital Risk";"2024-12-15";"1-2 years"
202401782;1782;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401783;1783;2024;"Manager";"Spain";"Customer Experience & Design";"2024-12-15";"10-15 years"
202401784;1784;2024;"Manager";"Germany";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401785;1785;2024;"Manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"3-5 years"
202401786;1786;2024;"Manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"3-5 years"
202401787;1787;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"1-2 years"
202401788;1788;2024;"Manager";"Spain";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401789;1789;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401790;1790;2024;"Non-manager";"Denmark";"Finance & Operations";"2024-12-15";"3-5 years"
202401791;1791;2024;"Non-manager";"Denmark";"Sales & Business Development";"2024-12-15";"10-15 years"
202401792;1792;2024;"Non-manager";"Spain";"Customer Experience & Design";"2024-12-15";"3-5 years"
202401793;1793;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401794;1794;2024;"Non-manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"3-5 years"
202401795;1795;2024;"Manager";"Denmark";"Digital Marketing & Growth";"2024-12-15";"3-5 years"
202401796;1796;2024;"Non-manager";"France";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401797;1797;2024;"Non-manager";"Sweden";"Digital Marketing & Growth";"2024-12-15";"3-5 years"
202401799;1799;2024;"Non-manager";"Sweden";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401800;1800;2024;"Manager";"Sweden";"Transformation & Change Management";"2024-12-15";"6-9 years"
202401801;1801;2024;"Non-manager";"Sweden";"Cybersecurity & Digital Risk";"2024-12-15";"3-5 years"
202401802;1802;2024;"Manager";"Spain";"Transformation & Change Management";"2024-12-15";"3-5 years"
202401803;1803;2024;"Manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"15+ years"
202401804;1804;2024;"Manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"6-9 years"
202401805;1805;2024;"Non-manager";"Spain";"Transformation & Change Management";"2024-12-15";"6-9 years"
202401806;1806;2024;"Non-manager";"Sweden";"Data & Analytics Consulting";"2024-12-15";"1-2 years"
202401807;1807;2024;"Non-manager";"Denmark";"Human Resources";"2024-12-15";"10-15 years"
202401808;1808;2024;"Non-manager";"Germany";"Digital Marketing & Growth";"2024-12-15";"6-9 years"
202401809;1809;2024;"Non-manager";"Denmark";"Technology & IT Strategy";"2024-12-15";"3-5 years"
202401811;1811;2024;"Non-manager";"France";"Finance & Operations";"2024-12-15";"3-5 years"
202401812;1812;2024;"Non-manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"6-9 years"
202401813;1813;2024;"Manager";"France";"Finance & Operations";"2024-12-15";"10-15 years"
202401814;1814;2024;"Manager";"Spain";"Finance & Operations";"2024-12-15";"3-5 years"
202401815;1815;2024;"Non-manager";"France";"Finance & Operations";"2024-12-15";"6-9 years"
202401816;1816;2024;"Manager";"Sweden";"Digital Strategy Consulting";"2024-12-15";"1-2 years"
